"","year","state","county","commodity","damagecause","loss","count","acres","lossperacre","lossperclaim","acresperclaim"
"422727",2002,"OR","Marion","RASPBERRY AND BLACKBERRY","Hot Wind",19591,1,18,1088.38888888889,19591,18
"422728",2013,"WA","Okanogan","ADJUSTED GROSS REVENUE-LITE","Hot Wind",45798.5,2,0,0,22899.25,0
"425768",2007,"ID","Cassia","WHEAT","Hurricane/Tropical Depression",760.5,1,48.75,15.6,760.5,48.75
"425811",2007,"WA","Adams","ADJUSTED GROSS REVENUE","Insects",278437.86,1,0,0,278437.86,0
"425812",2001,"WA","Douglas","ADJUSTED GROSS REVENUE","Insects",24645,1,0,0,24645,0
"425823",2009,"OR","All Other Counties","All Other Crops","Insects",57.9,1,5.18,11.1776061776062,57.9,5.18
"425834",2002,"OR","Baker","All Other Crops","Insects",14686,1,137.3,106.962855061908,14686,137.3
"425835",2005,"OR","Baker","All Other Crops","Insects",1228.8,1,34.48,35.6380510440835,1228.8,34.48
"425844",2008,"ID","Benewah","All Other Crops","Insects",1178,1,132.39,8.89795301759952,1178,132.39
"425883",2014,"ID","Custer","All Other Crops","Insects",192346,1,1182,162.729272419628,192346,1182
"425903",2015,"ID","Gooding","All Other Crops","Insects",732,1,0,0,732,0
"425905",2007,"WA","Grays Harbor","All Other Crops","Insects",1941,2,3.5,554.571428571429,970.5,1.75
"425927",2006,"OR","Jefferson","All Other Crops","Insects",8027,1,113.1,70.972590627763,8027,113.1
"425936",2009,"ID","Kootenai","All Other Crops","Insects",9874.5,1,50.03,197.371577053768,9874.5,50.03
"425991",2013,"OR","Polk","All Other Crops","Insects",8223,1,0,0,8223,0
"426006",2014,"WA","Stevens","All Other Crops","Insects",6395.2,1,20,319.76,6395.2,20
"426022",2006,"ID","Washington","All Other Crops","Insects",6950.5,1,44.18,157.322317790856,6950.5,44.18
"426051",2003,"ID","Canyon","APPLES","Insects",8983.8,1,6.9,1302,8983.8,6.9
"426055",2006,"WA","Franklin","APPLES","Insects",7040,1,5.3,1328.30188679245,7040,5.3
"426059",2015,"WA","Grant","APPLES","Insects",19045.75,2,9.685,1966.52039235932,9522.875,4.8425
"426064",2005,"ID","Payette","APPLES","Insects",385.2,1,0.6,642,385.2,0.6
"426068",2005,"OR","Wasco","APPLES","Insects",1023.6,2,0.57,1795.78947368421,511.8,0.285
"426073",2007,"WA","Yakima","APPLES","Insects",24870.93,1,10.437,2382.95774647887,24870.93,10.437
"426080",2002,"ID","Bannock","BARLEY","Insects",9129.6,1,248.624,36.7205096853079,9129.6,248.624
"426081",2003,"ID","Bear Lake","BARLEY","Insects",10077.8,3,189.784,53.1014205623235,3359.26666666667,63.2613333333333
"426082",2004,"ID","Bear Lake","BARLEY","Insects",1763,1,108.5,16.2488479262673,1763,108.5
"426083",2008,"ID","Benewah","BARLEY","Insects",1991,1,50,39.82,1991,50
"426084",2009,"ID","Benewah","BARLEY","Insects",186,1,24.81,7.49697702539299,186,24.81
"426089",2008,"ID","Bingham","BARLEY","Insects",823,1,148.2,5.55330634278003,823,148.2
"426106",2014,"ID","Butte","BARLEY","Insects",33452,1,269,124.35687732342,33452,269
"426113",2003,"ID","Caribou","BARLEY","Insects",39716.4,3,1175.331,33.7916723033767,13238.8,391.777
"426114",2004,"ID","Caribou","BARLEY","Insects",14692,1,1288.31,11.4040875255179,14692,1288.31
"426115",2006,"ID","Caribou","BARLEY","Insects",12716,1,433.4,29.3401015228426,12716,433.4
"426116",2008,"ID","Caribou","BARLEY","Insects",4468.8,1,38.8,115.175257731959,4468.8,38.8
"426124",2002,"ID","Cassia","BARLEY","Insects",16671,1,160.4,103.93391521197,16671,160.4
"426125",2004,"ID","Cassia","BARLEY","Insects",1794,1,37.8,47.4603174603175,1794,37.8
"426126",2008,"ID","Cassia","BARLEY","Insects",13525,2,64.99,208.108939836898,6762.5,32.495
"426127",2013,"ID","Cassia","BARLEY","Insects",93277,1,293.5,317.809199318569,93277,293.5
"426128",2015,"ID","Cassia","BARLEY","Insects",199882.6,4,1364.12,146.528604521596,49970.65,341.03
"426151",2003,"ID","Fremont","BARLEY","Insects",48698.8,2,1534.48,31.7363536833325,24349.4,767.24
"426157",2004,"OR","Gilliam","BARLEY","Insects",6947,1,472.2,14.711986446421,6947,472.2
"426158",2008,"OR","Gilliam","BARLEY","Insects",19016,1,130,146.276923076923,19016,130
"426185",2013,"ID","Idaho","BARLEY","Insects",1886,1,72,26.1944444444444,1886,72
"426197",2002,"ID","Lincoln","BARLEY","Insects",666,1,21,31.7142857142857,666,21
"426198",2014,"ID","Lincoln","BARLEY","Insects",496,1,24.6,20.1626016260163,496,24.6
"426199",2002,"WA","Lincoln","BARLEY","Insects",1522,1,71.3,21.3464235624123,1522,71.3
"426211",2015,"ID","Minidoka","BARLEY","Insects",83464,2,144.212,578.7590491776,41732,72.106
"426213",2008,"OR","Morrow","BARLEY","Insects",220248.4,1,1268.224,173.666797032701,220248.4,1268.224
"426219",2002,"ID","Oneida","BARLEY","Insects",16461.4,6,552.136,29.8140313256154,2743.56666666667,92.0226666666667
"426220",2003,"ID","Oneida","BARLEY","Insects",14019.5,7,404.792,34.6338366370877,2002.78571428571,57.8274285714286
"426258",2011,"WA","Spokane","BARLEY","Insects",15788,1,119.57,132.039809316718,15788,119.57
"426287",2013,"ID","Twin Falls","BARLEY","Insects",9691.4,2,33.93,285.629236663719,4845.7,16.965
"426288",2015,"ID","Twin Falls","BARLEY","Insects",55751,2,419.5,132.898688915375,27875.5,209.75
"426289",2002,"OR","Umatilla","BARLEY","Insects",896.7,1,40.88,21.9349315068493,896.7,40.88
"426292",2003,"WA","Walla Walla","BARLEY","Insects",16593,1,287.9,57.6345953456061,16593,287.9
"426293",2012,"OR","Wallowa","BARLEY","Insects",2860.8,1,18.56,154.137931034483,2860.8,18.56
"426294",2013,"OR","Wallowa","BARLEY","Insects",13513,1,125.8,107.41653418124,13513,125.8
"426377",2001,"ID","Idaho","CANOLA","Insects",2246.6,1,42.48,52.8860640301318,2246.6,42.48
"426381",2002,"ID","Lewis","CANOLA","Insects",400,2,62.84,6.3653723742839,200,31.42
"426404",2013,"ID","Nez Perce","CANOLA","Insects",1434,1,35.58,40.3035413153457,1434,35.58
"426440",2014,"WA","Spokane","CANOLA","Insects",23066.8,2,175.139,131.705673779113,11533.4,87.5695
"426454",2005,"OR","Umatilla","CANOLA","Insects",7176.4,1,93.156,77.0363691012925,7176.4,93.156
"426472",2014,"WA","Walla Walla","CHERRIES","Insects",26887.5,2,4.5,5975,13443.75,2.25
"426473",2009,"WA","Yakima","CHERRIES","Insects",74955,1,9.8,7648.4693877551,74955,9.8
"426474",2002,"OR","Yamhill","CHERRIES","Insects",3366.4,1,6.32,532.658227848101,3366.4,6.32
"427880",2005,"ID","Lincoln","CORN","Insects",1638,1,72,22.75,1638,72
"428180",2007,"OR","Morrow","CORN","Insects",12475.95,1,52.62,237.095210946408,12475.95,52.62
"429236",2002,"OR","Coos","CRANBERRIES","Insects",1052.2,1,2.93,359.112627986348,1052.2,2.93
"429239",2009,"WA","Adams","DRY BEANS","Insects",16674,1,53.6,311.082089552239,16674,53.6
"429245",2004,"ID","Canyon","DRY BEANS","Insects",2081.4,1,9.3,223.806451612903,2081.4,9.3
"429246",2011,"ID","Cassia","DRY BEANS","Insects",335,1,9.3,36.0215053763441,335,9.3
"429257",2002,"WA","Grant","DRY BEANS","Insects",1176,1,121.5,9.67901234567901,1176,121.5
"429296",2014,"ID","Twin Falls","DRY BEANS","Insects",408,1,8.5,48,408,8.5
"429304",2005,"WA","Asotin","DRY PEAS","Insects",11872,1,309.13,38.4045547180798,11872,309.13
"429309",2005,"WA","Columbia","DRY PEAS","Insects",24053.6,3,332.14,72.420063828506,8017.86666666667,110.713333333333
"429326",2004,"ID","Latah","DRY PEAS","Insects",242.6,1,13.2,18.3787878787879,242.6,13.2
"429327",2005,"ID","Latah","DRY PEAS","Insects",63748.37,4,1061.1575,60.0743716177853,15937.0925,265.289375
"429328",2005,"ID","Lewis","DRY PEAS","Insects",243881,4,4522.26,53.929008946854,60970.25,1130.565
"429335",2005,"ID","Nez Perce","DRY PEAS","Insects",184458.2,8,2388.32,77.2334528036444,23057.275,298.54
"429336",2007,"ID","Nez Perce","DRY PEAS","Insects",19,1,3.6,5.27777777777778,19,3.6
"429349",2005,"WA","Spokane","DRY PEAS","Insects",53712,1,410.39,130.880382075587,53712,410.39
"429353",2006,"WA","Walla Walla","DRY PEAS","Insects",225,1,5.9,38.135593220339,225,5.9
"429354",2013,"WA","Walla Walla","DRY PEAS","Insects",9018,2,32,281.8125,4509,16
"429355",2005,"WA","Whitman","DRY PEAS","Insects",2069,2,138.94,14.8913199942421,1034.5,69.47
"429356",2012,"WA","Whitman","DRY PEAS","Insects",4160.5,1,44.84,92.78545941124,4160.5,44.84
"430444",2001,"ID","Gooding","GREEN PEAS","Insects",11385,1,33.3,341.891891891892,11385,33.3
"430445",2003,"WA","Grant","GREEN PEAS","Insects",17492,1,121.4,144.085667215815,17492,121.4
"430451",2002,"OR","Umatilla","GREEN PEAS","Insects",23606.35,4,209.982,112.420826547037,5901.5875,52.4955
"430452",2004,"OR","Umatilla","GREEN PEAS","Insects",354.09,2,1.275,277.717647058824,177.045,0.6375
"430453",2005,"OR","Umatilla","GREEN PEAS","Insects",2210.8,1,71.16,31.0680157391793,2210.8,71.16
"430454",2002,"WA","Walla Walla","GREEN PEAS","Insects",17828.3,2,169.48,105.194123200378,8914.15,84.74
"430489",2008,"ID","Canyon","MINT","Insects",7660,1,13.9,551.079136690647,7660,13.9
"430490",2014,"ID","Canyon","MINT","Insects",24817,1,128.8,192.678571428571,24817,128.8
"430613",2003,"ID","Power","OATS","Insects",127.8,1,3.18,40.188679245283,127.8,3.18
"430655",2014,"OR","Klamath","ONIONS","Insects",7137,1,61,117,7137,61
"430656",2001,"OR","Malheur","ONIONS","Insects",14195,1,43,330.116279069767,14195,43
"430657",2004,"OR","Malheur","ONIONS","Insects",6948.5,1,4.1,1694.75609756098,6948.5,4.1
"430663",2006,"ID","Payette","ONIONS","Insects",5694.5,1,7.4,769.527027027027,5694.5,7.4
"430664",2008,"ID","Payette","ONIONS","Insects",24913,1,46.2,539.242424242424,24913,46.2
"430673",2004,"WA","Walla Walla","ONIONS","Insects",10565.8,2,16.8,628.916666666667,5282.9,8.4
"430674",2005,"WA","Walla Walla","ONIONS","Insects",5874,1,3.8,1545.78947368421,5874,3.8
"430711",2015,"WA","Chelan","PEARS","Insects",2450,1,2.6,942.307692307692,2450,2.6
"430734",2005,"WA","Adams","POTATOES","Insects",1579.11,1,6.95,227.210071942446,1579.11,6.95
"430735",2012,"WA","Adams","POTATOES","Insects",130460,2,49.4,2640.89068825911,65230,24.7
"430749",2004,"ID","Elmore","POTATOES","Insects",22775.2,1,28,813.4,22775.2,28
"430750",2001,"ID","Fremont","POTATOES","Insects",27705,2,394.3,70.2637585594725,13852.5,197.15
"430753",2014,"OR","Klamath","POTATOES","Insects",870.63,1,22.58,38.5575730735164,870.63,22.58
"430754",2006,"WA","Lincoln","POTATOES","Insects",94979,1,125,759.832,94979,125
"430755",2001,"ID","Madison","POTATOES","Insects",73478,1,78.2,939.616368286445,73478,78.2
"430756",2004,"ID","Minidoka","POTATOES","Insects",10547,1,238.1,44.2965140697186,10547,238.1
"430760",2003,"ID","Power","POTATOES","Insects",42746.7,1,129.39,330.370971481567,42746.7,129.39
"430761",2007,"ID","Power","POTATOES","Insects",34508.25,1,105.75,326.31914893617,34508.25,105.75
"430766",2003,"WA","Skagit","POTATOES","Insects",1776,1,15,118.4,1776,15
"430768",2003,"OR","Umatilla","POTATOES","Insects",442442,1,431.1,1026.30944096497,442442,431.1
"430769",2004,"OR","Umatilla","POTATOES","Insects",87487,1,131.7,664.290053151101,87487,131.7
"430835",2003,"ID","Franklin","SAFFLOWER","Insects",1726.4,1,83.48,20.6804024916148,1726.4,83.48
"430846",2003,"ID","Oneida","SAFFLOWER","Insects",323,1,9.33,34.6195069667738,323,9.33
"430847",2013,"ID","Oneida","SAFFLOWER","Insects",2356.8,1,158.4,14.8787878787879,2356.8,158.4
"430848",2014,"ID","Oneida","SAFFLOWER","Insects",438,1,28,15.6428571428571,438,28
"430853",2003,"ID","Power","SAFFLOWER","Insects",6553,1,249.4,26.2750601443464,6553,249.4
"430854",2004,"ID","Power","SAFFLOWER","Insects",5522,1,1526.5,3.61742548313135,5522,1526.5
"432913",2001,"ID","Cassia","SUGAR BEETS","Insects",237.6,1,6.6,36,237.6,6.6
"432914",2003,"ID","Cassia","SUGAR BEETS","Insects",5583,1,145,38.5034482758621,5583,145
"432915",2006,"ID","Cassia","SUGAR BEETS","Insects",513,1,13.5,38,513,13.5
"432922",2003,"ID","Elmore","SUGAR BEETS","Insects",1255,1,32.6,38.4969325153374,1255,32.6
"432926",2012,"ID","Gooding","SUGAR BEETS","Insects",9103,1,101.4,89.7731755424063,9103,101.4
"432937",2003,"OR","Malheur","SUGAR BEETS","Insects",227,1,25,9.08,227,25
"432938",2004,"OR","Malheur","SUGAR BEETS","Insects",2613,1,67,39,2613,67
"432945",2003,"ID","Minidoka","SUGAR BEETS","Insects",1309,1,34,38.5,1309,34
"432946",2015,"ID","Minidoka","SUGAR BEETS","Insects",5904,1,73.8,80,5904,73.8
"433523",2009,"WA","Benton","SWEET CORN","Insects",151561,2,585.1,259.034353102034,75780.5,292.55
"433525",2010,"WA","Franklin","SWEET CORN","Insects",15031,4,55,273.290909090909,3757.75,13.75
"433528",2010,"OR","Morrow","SWEET CORN","Insects",43104,1,175.1,246.167904054826,43104,175.1
"433529",2012,"OR","Morrow","SWEET CORN","Insects",4335.6,1,67.6,64.1360946745562,4335.6,67.6
"433581",2015,"ID","Ada","WHEAT","Insects",34075,2,168.9,201.746595618709,17037.5,84.45
"433591",2001,"WA","Adams","WHEAT","Insects",135.8,1,7.016,19.3557582668187,135.8,7.016
"433598",2013,"WA","Asotin","WHEAT","Insects",839.25,1,24.975,33.6036036036036,839.25,24.975
"433606",2006,"ID","Bannock","WHEAT","Insects",1984,1,72.8,27.2527472527473,1984,72.8
"433607",2009,"ID","Bannock","WHEAT","Insects",6039.2,2,30.44,198.396846254928,3019.6,15.22
"433608",2013,"ID","Bannock","WHEAT","Insects",15145.9,1,174.538,86.7770915216171,15145.9,174.538
"433616",2003,"ID","Bear Lake","WHEAT","Insects",9091.6,1,98.56,92.2443181818182,9091.6,98.56
"433617",2008,"ID","Bear Lake","WHEAT","Insects",24882.6,2,124.56,199.763969171484,12441.3,62.28
"433640",2010,"ID","Bingham","WHEAT","Insects",19933,2,303.3,65.7204088361358,9966.5,151.65
"433641",2013,"ID","Bingham","WHEAT","Insects",34916.82,1,148.923,234.462238875123,34916.82,148.923
"433642",2015,"ID","Bingham","WHEAT","Insects",314618.6,2,844.06,372.74435466673,157309.3,422.03
"433659",2009,"ID","Bonneville","WHEAT","Insects",18184.4,1,100.02,181.807638472306,18184.4,100.02
"433714",2011,"ID","Caribou","WHEAT","Insects",1349.2,1,25.92,52.0524691358025,1349.2,25.92
"433857",2015,"ID","Elmore","WHEAT","Insects",146851,2,1277.95,114.911381509449,73425.5,638.975
"433888",2003,"ID","Franklin","WHEAT","Insects",1719.6,1,41.759,41.1791470102253,1719.6,41.759
"433918",2008,"OR","Gilliam","WHEAT","Insects",39270,1,316,124.272151898734,39270,316
"433919",2012,"OR","Gilliam","WHEAT","Insects",644,1,20,32.2,644,20
"434036",2015,"ID","Jefferson","WHEAT","Insects",151743,1,299.2,507.16243315508,151743,299.2
"434042",2013,"OR","Jefferson","WHEAT","Insects",1042,1,31,33.6129032258064,1042,31
"434043",2015,"ID","Jerome","WHEAT","Insects",178477.6,1,286.65,622.632478632479,178477.6,286.65
"434100",2012,"OR","Klamath","WHEAT","Insects",66648,3,262.56,253.839122486289,22216,87.52
"434101",2012,"WA","Klickitat","WHEAT","Insects",83471,1,2014.44,41.4363296995691,83471,2014.44
"434102",2013,"WA","Klickitat","WHEAT","Insects",12618,1,140.685,89.6897323808508,12618,140.685
"434106",2010,"ID","Kootenai","WHEAT","Insects",30899,1,916.8,33.7030977312391,30899,916.8
"434115",2011,"ID","Latah","WHEAT","Insects",3466,1,121.74,28.470510924922,3466,121.74
"434120",2004,"ID","Lewis","WHEAT","Insects",13120.8,1,63.12,207.87072243346,13120.8,63.12
"434121",2009,"ID","Lewis","WHEAT","Insects",100401,1,299,335.789297658863,100401,299
"434122",2015,"ID","Lewis","WHEAT","Insects",912,1,34.8,26.2068965517241,912,34.8
"434139",2003,"ID","Lincoln","WHEAT","Insects",9909,1,32.2,307.732919254658,9909,32.2
"434142",2002,"WA","Lincoln","WHEAT","Insects",20137,1,874.55,23.0255560002287,20137,874.55
"434143",2005,"WA","Lincoln","WHEAT","Insects",13327,1,179.83,74.1088806094645,13327,179.83
"434144",2010,"WA","Lincoln","WHEAT","Insects",23484,1,225.8,104.00354295837,23484,225.8
"434145",2011,"WA","Lincoln","WHEAT","Insects",20651,2,163.38,126.398579997552,10325.5,81.69
"434146",2012,"WA","Lincoln","WHEAT","Insects",2730,1,84.98,32.1252059308072,2730,84.98
"434147",2015,"WA","Lincoln","WHEAT","Insects",2159.34,1,33.5529,64.3562851497188,2159.34,33.5529
"434159",2008,"ID","Madison","WHEAT","Insects",853,1,43.6,19.5642201834862,853,43.6
"434225",2009,"OR","Morrow","WHEAT","Insects",14024.78,1,294.539,47.6160372650141,14024.78,294.539
"434252",2007,"ID","Nez Perce","WHEAT","Insects",450,1,28.86,15.5925155925156,450,28.86
"434253",2009,"ID","Nez Perce","WHEAT","Insects",27012,5,752.02,35.9192574665567,5402.4,150.404
"434254",2013,"ID","Nez Perce","WHEAT","Insects",774,1,23.04,33.59375,774,23.04
"434262",2002,"ID","Oneida","WHEAT","Insects",7551.8,7,449.466,16.8017158138769,1078.82857142857,64.2094285714286
"434263",2003,"ID","Oneida","WHEAT","Insects",31128.8,6,794.85,39.1631125369567,5188.13333333333,132.475
"434264",2005,"ID","Oneida","WHEAT","Insects",6537,1,278.2,23.4974838245866,6537,278.2
"434265",2006,"ID","Oneida","WHEAT","Insects",3871,1,147,26.3333333333333,3871,147
"434349",2003,"ID","Power","WHEAT","Insects",7502.2,1,169.49,44.2633783704053,7502.2,169.49
"434350",2004,"ID","Power","WHEAT","Insects",778,1,75,10.3733333333333,778,75
"434351",2010,"ID","Power","WHEAT","Insects",7824.6,2,94.5615,82.7461493313875,3912.3,47.28075
"434352",2012,"ID","Power","WHEAT","Insects",10540.5,1,214.25,49.1971995332555,10540.5,214.25
"434353",2014,"ID","Power","WHEAT","Insects",7911.5,1,21.21,373.008015087223,7911.5,21.21
"434354",2015,"ID","Power","WHEAT","Insects",248101,2,1605.4,154.541547277937,124050.5,802.7
"434444",2012,"OR","Sherman","WHEAT","Insects",20578.32,2,709.4347,29.0066443042608,10289.16,354.71735
"434457",2005,"WA","Spokane","WHEAT","Insects",3179,2,92.06,34.5318270693026,1589.5,46.03
"434458",2011,"WA","Spokane","WHEAT","Insects",15728,2,348.6,45.1176133103844,7864,174.3
"434459",2012,"WA","Spokane","WHEAT","Insects",2272.2,1,70.56,32.2023809523809,2272.2,70.56
"434460",2014,"WA","Spokane","WHEAT","Insects",4841.5,2,103.75,46.6650602409639,2420.75,51.875
"434516",2013,"ID","Teton","WHEAT","Insects",26999,2,191.9,140.693069306931,13499.5,95.95
"434555",2013,"ID","Twin Falls","WHEAT","Insects",1694.8,1,9.78,173.292433537832,1694.8,9.78
"434556",2005,"OR","Umatilla","WHEAT","Insects",37587.6,2,426.296,88.1725373918592,18793.8,213.148
"434557",2007,"OR","Umatilla","WHEAT","Insects",1253,1,64.29,19.4898117903251,1253,64.29
"434558",2008,"OR","Umatilla","WHEAT","Insects",7223.4,2,39.096,184.7605893186,3611.7,19.548
"434559",2011,"OR","Umatilla","WHEAT","Insects",937.7,1,5.515,170.027198549411,937.7,5.515
"434560",2006,"OR","Union","WHEAT","Insects",10875.2,1,106.48,102.13373403456,10875.2,106.48
"434561",2007,"OR","Union","WHEAT","Insects",3197,1,164.1,19.4820231566118,3197,164.1
"434562",2008,"OR","Union","WHEAT","Insects",991,1,39.49,25.0949607495568,991,39.49
"434563",2009,"OR","Union","WHEAT","Insects",235612.2,1,501.84,469.496652319464,235612.2,501.84
"434564",2011,"OR","Union","WHEAT","Insects",4521.3,1,12.15,372.123456790123,4521.3,12.15
"434578",2002,"WA","Walla Walla","WHEAT","Insects",1295.25,1,71.3525,18.1528327668967,1295.25,71.3525
"434579",2005,"WA","Walla Walla","WHEAT","Insects",3068,2,29.99,102.300766922307,1534,14.995
"434580",2008,"WA","Walla Walla","WHEAT","Insects",10489.4,1,36.4,288.17032967033,10489.4,36.4
"434581",2012,"WA","Walla Walla","WHEAT","Insects",5444,1,30.845,176.495380126439,5444,30.845
"434583",2005,"OR","Wallowa","WHEAT","Insects",184,1,39.3,4.68193384223919,184,39.3
"434590",2002,"OR","Wasco","WHEAT","Insects",13558.3,1,142.17,95.3668143771541,13558.3,142.17
"434591",2005,"OR","Wasco","WHEAT","Insects",2769,1,24.6,112.560975609756,2769,24.6
"434592",2007,"OR","Wasco","WHEAT","Insects",4355.8,2,65.302,66.7023980888794,2177.9,32.651
"434593",2010,"OR","Wasco","WHEAT","Insects",1923.35,1,56.94,33.7785388127854,1923.35,56.94
"434594",2014,"OR","Wasco","WHEAT","Insects",22762,1,68.3,333.265007320644,22762,68.3
"434618",2005,"WA","Whitman","WHEAT","Insects",333,1,16.1,20.6832298136646,333,16.1
"434619",2014,"WA","Whitman","WHEAT","Insects",35096,2,114.4,306.783216783217,17548,57.2
"434643",2012,"WA","Yakima","WHEAT","Insects",87659,1,640.03,136.960767464025,87659,640.03
"434677",2015,"OR","Malheur","ALFALFA SEED","Insects",171769,1,383.5,447.898305084746,171769,383.5
"436128",2012,"ID","Gooding","DRY BEANS","Mycotoxin (Aflatoxin)",5101.53,1,33.711,151.331316187595,5101.53,33.711
"437376",2001,"WA","Chelan","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",59999,1,0,0,59999,0
"437378",2004,"WA","Franklin","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",100910.4,2,0,0,50455.2,0
"437379",2005,"WA","Franklin","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",291875,1,0,0,291875,0
"437380",2006,"WA","Franklin","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",132926,1,0,0,132926,0
"437386",2001,"WA","Klickitat","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",65984,1,0,0,65984,0
"437390",2002,"WA","Okanogan","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",19839.15,1,0,0,19839.15,0
"437391",2003,"WA","Okanogan","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",150442,1,0,0,150442,0
"437392",2004,"WA","Okanogan","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",4860.1,1,0,0,4860.1,0
"437396",2001,"WA","Yakima","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",20889,1,0,0,20889,0
"437397",2008,"WA","Yakima","ADJUSTED GROSS REVENUE","Other (Snow-Lightning-Etc.)",407607,2,0,0,203803.5,0
"437436",2005,"ID","Caribou","All Other Crops","Other (Snow-Lightning-Etc.)",2637,1,89.6,29.4308035714286,2637,89.6
"437474",2001,"WA","Grays Harbor","All Other Crops","Other (Snow-Lightning-Etc.)",224,1,15,14.9333333333333,224,15
"437490",2012,"OR","Jackson","All Other Crops","Other (Snow-Lightning-Etc.)",247.76,1,0.192,1290.41666666667,247.76,0.192
